text,sentiment
"I understand that it's supposed to be a cheap popcorn comedy, but that doesn't mean that it has to completely insult our intelligence, and have writing so incredibly hackneyed that it borders on offensive.  ",0
"Lewis Black's considerable talent is wasted here too, as he is at his most incendiary when he is unrestrained, which the PG-13 rating certainly won't allow.  ",0
"With the originality and freshness of the first movie now spent, this remake had little else to offer.  ",0
The budget was evidently very limited.  ,0
"This was reflected not only in the cast, but also in the below-par script, which borrowed much from the earlier classic.  ",0
"However, here there was no decent acting, action or location work to balance things up.  ",0
Filmiing was less expansive.  ,0
It failed to convey the broad sweep of landscapes that were a great part of the original.  ,0
Generally it just lacked imagination.  ,0
Not recommended.  ,0
Is it possible for a movie to get any worse than this?  ,0
There is no plot here to keep you going in the first place.  ,0
"Even when the women finally show up, there is no sign of improvement the most expected things happen and by the time the film is over, you might be far asleep.  ",0
"Beware: this is not a trashy cult movie, this is trash -period!  ",0
I can't believe there's even a sequel to this!  ,0
Which is precisely why I am giving it such a bad review!  ,0
"Every element of this story was so over the top, excessively phony and contrived that it was painful to sit through.  ",0
"Her lines seem to have been WRITTEN by a fifteen year old, though they are trying oh so, so hard to sound like how a fifteen year old would really, um, you know, well... talk.  ",0
There is simply no excuse for something this poorly done.  ,0
I saw this movie and I thought this is a stupid movie.  ,0
What is even more stupid is that who had thought an idea that there should be a volcano in Los Angeles?  ,0
"To be honest with you, this is unbelievable nonsense and very foolish.  ",0
"In conclusion, I will not bother with this movie because a volcano in Los Angeles is nothing but nonsense.  ",0
The story line is just awful!  ,0
It's just painful!  ,0
And the accents are absolutely abysmal!  ,0
There's also enough hypocrisy in this film to make me vomit.  ,0
Don't waste your time watching this rubbish non-researched film.  ,0
Omit watching this.  ,0
My rating: just 3 out of 10.  ,0
The basic premise is wasted since it is sidelined by the inexplicable focus on the documentary crew.  ,0
"Regardless, the film fails on most levels.  ",0
Avoid at all costs.  ,0
"I know that Jim O'Connor was very energetic and that nobody could be as much as him, but George was well dull.  ",0
"He really didn't seem to want to be hosting his voice-overs were monotonous, didn't get involved with the guests.",0
"This movie is so mind-bendingly awful, it couldn't have even been created.  ",0
The film lacks any real scares or tension & some of the medical terminology used throughout is a bit iffy to say the least & I say that as an insulin dependant diabetic myself.  ,0
The least said about the acting the better.  ,0
"Even allowing for poor production values for the time (1971) and the format (some kind of mini-series), this is baaaaaad.  ",0
"Unless you're just out to visually ""collect"" all extant films of Austen's work, you can skip this one.  ",0
It is not good.  ,0
"Speaking of the music, it is unbearably predictably and kitchy.  ",0
Then the film just dropped the ball.  ,0
"There are many continuity errors: one other user commented on different cars in the garage, Joe's glasses...the one that got to me the most was the fact Joe's facial hair configuration seemed to change from scene to scene.  ",0
I can't see how this movie can be an inspiration to anyone to come out or overcome fear and rejection.  ,0
It's so bad it's actually worth seeing just for that reason.  ,0
Well... Just if you keep thinking how bad it is.  ,0
"It's a mediocre, miserable, hollow, laughable and predictable piece of garbage.  ",0
It's a case of 'so bad it is laughable'.  ,0
") very bad performance plays Angela Bennett, a computer expert who is at home all the time.  ",0
"It is a film about nothing, just a pretext to show ridiculous action scenes.  ",0
How awful she is!  ,0
"But she is still a bad actress, repeating her robotic face moves in each of her pictures.  ",0
"The results, well, are a shame.  ",0
DELETE this film from your mind!  ,0
One of the worst shows of all time.  ,0
The show would begin with smart ass ed comments to each other that would be totally off the wall and uncalled for.  ,0
"The fat computer geek was unbelievable, the bible thumper, the bad-ass girl, who are these actors???  ",0
Never heard of any of them except Cole who was totally unbelievable in the part.  ,0
"Every time he opened his mouth you expect to hear, ""you see kids..."" Pulling the plug was a mercy killing for this horrible show.  ",0
The stories were as unbelievable as the actors.  ,0
Lame would be the best way to describe it.  ,0
"Im big fan of RPG games too, but this movie, its a disgrace to any self-respecting RPGer there is.  ",0
"The lines, the cuts, the audio, everything is wrong.  ",0
You can find better movies at youtube.  ,0
"Top line: Don't waste your time and money on this one, its as bad as it comes.  ",0
"A Lassie movie which should have been ""put to sleep"".... FOREVER.  ",0
That's how I'd describe this painfully dreary time-waster of a film.  ,0
"So mediocre in every aspect that it just becomes a dull, uninteresting mess, this is one of the most forgettable movies I've seen.  ",0
"It isn't even an achievement as a ""so-bad-it's-good"" or ""so-bad-it's-memorable"" movie.  ",0
"It's an empty, hollow shell of a movie.  ",0
"Seriously, it's not worth wasting your, or your kid's time on.  ",0
"Avoid, avoid, avoid!  ",0
It will drive you barking mad!  ,0
Nothing new there.  ,0
That was done in the second movie.  ,0
The movie has almost no action scenes in it and very little comedy.  ,0
The plot has more holes than a pair of fishnet stockings and the direction and editing is astonishingly ham fisted.  ,0
What on earth is Irons doing in this film?  ,0
The football scenes at the end were perplexing.  ,0
This scene is very strong and unpleasant.  ,0
And it was boring.  ,0
"I am so tired of clichés that is just lazy writing, and here they come in thick and fast.  ",0
Why was this film made?  ,0
The film has an ultra-cheap look to it.  ,0
The result is a film that just don't look right.  ,0
None of them are engaging or exciting.  ,0
The plot is nonsense that doesn't interest in the slightest way or have any uniqueness to it.  ,0
